,date,state,confirmed,deceased,recovered
1228,08-May-20,LD,0,0,0
1229,08-May-20,MH,1089,37,169
1230,08-May-20,ML,0,0,0
1231,08-May-20,MN,0,0,0
1232,08-May-20,MP,89,7,118
1233,08-May-20,MZ,0,0,0
1234,08-May-20,NL,0,0,0
1235,08-May-20,OR,51,0,1
1236,08-May-20,PB,87,1,3
1237,08-May-20,PY,1,0,2
1238,08-May-20,RJ,152,4,122
1239,08-May-20,SK,0,0,0
1240,08-May-20,TG,10,0,34
1241,08-May-20,TN,600,3,58
1242,08-May-20,TR,30,0,0
1243,08-May-20,TT,3339,97,1111
1244,08-May-20,UN,0,0,0
1245,08-May-20,UP,143,4,137
1246,08-May-20,UT,2,0,6
1247,08-May-20,WB,130,9,27
1248,09-Apr-20,AN,0,0,10
1249,09-Apr-20,AP,15,2,4
1250,09-Apr-20,AR,0,0,0
1251,09-Apr-20,AS,1,0,0
1252,09-Apr-20,BR,19,0,0
1253,09-Apr-20,CH,0,0,0
1254,09-Apr-20,CT,8,0,0
1255,09-Apr-20,DD,0,0,0
1256,09-Apr-20,DL,51,3,4
1257,09-Apr-20,DN,0,0,0
1258,09-Apr-20,GA,0,0,0
1259,09-Apr-20,GJ,76,2,1
1260,09-Apr-20,HP,1,0,0
1261,09-Apr-20,HR,3,0,0
1262,09-Apr-20,JH,9,1,0
1263,09-Apr-20,JK,26,1,0
1264,09-Apr-20,KA,16,1,2
1265,09-Apr-20,KL,12,0,13
1266,09-Apr-20,LA,0,0,0
1267,09-Apr-20,LD,0,0,0
1268,09-Apr-20,MH,229,25,8
1269,09-Apr-20,ML,0,0,0
1270,09-Apr-20,MN,0,0,0
1271,09-Apr-20,MP,70,9,0
1272,09-Apr-20,MZ,0,0,0
1273,09-Apr-20,NL,0,0,0
1274,09-Apr-20,OR,6,0,0
1275,09-Apr-20,PB,24,1,4
1276,09-Apr-20,PY,0,0,0
1277,09-Apr-20,RJ,80,0,15
1278,09-Apr-20,SK,0,0,0
1279,09-Apr-20,TG,18,1,0
1280,09-Apr-20,TN,96,0,6
1281,09-Apr-20,TR,0,0,0
1282,09-Apr-20,TT,813,46,70
1283,09-Apr-20,UN,0,0,0
1284,09-Apr-20,UP,49,0,0
1285,09-Apr-20,UT,0,0,0
1286,09-Apr-20,WB,4,0,3
1287,09-Jul-20,AN,7,0,9
1288,09-Jul-20,AP,1555,13,1053
1289,09-Jul-20,AR,15,0,11
1290,09-Jul-20,AS,568,5,421
1291,09-Jul-20,BR,704,9,251
1292,09-Jul-20,CH,16,0,1
1293,09-Jul-20,CT,140,1,68
1294,09-Jul-20,DD,0,0,0
1295,09-Jul-20,DL,2187,45,4027
1296,09-Jul-20,DN,14,0,10
1297,09-Jul-20,GA,112,1,66
1298,09-Jul-20,GJ,861,15,429
1299,09-Jul-20,HP,39,0,13
1300,09-Jul-20,HR,674,5,399
1301,09-Jul-20,JH,134,1,40
1302,09-Jul-20,JK,240,5,128
1303,09-Jul-20,KA,2228,17,957
1304,09-Jul-20,KL,339,0,149
1305,09-Jul-20,LA,8,0,27
1306,09-Jul-20,LD,0,0,0
1307,09-Jul-20,MH,6875,219,4067
1308,09-Jul-20,ML,13,0,0
1309,09-Jul-20,MN,15,0,6
1310,09-Jul-20,MP,305,5,245
1311,09-Jul-20,MZ,0,0,0
1312,09-Jul-20,NL,16,0,0
1313,09-Jul-20,OR,577,6,401
1314,09-Jul-20,PB,233,5,117
1315,09-Jul-20,PY,49,2,35
1316,09-Jul-20,RJ,500,9,204
1317,09-Jul-20,SK,1,0,0
1318,09-Jul-20,TG,1410,7,913
1319,09-Jul-20,TN,4231,65,3994
1320,09-Jul-20,TR,16,0,14
1321,09-Jul-20,TT,25790,479,19408
1322,09-Jul-20,UN,-633,0,0
1323,09-Jul-20,UP,1206,17,796
1324,09-Jul-20,UT,47,0,22
1325,09-Jul-20,WB,1088,27,535
1326,09-Jun-20,AN,1,0,0
1327,09-Jun-20,AP,69,2,48
1328,09-Jun-20,AR,0,0,1
1329,09-Jun-20,AS,215,1,312
1330,09-Jun-20,BR,208,2,228
1331,09-Jun-20,CH,6,0,0
1332,09-Jun-20,CT,14,1,12
1333,09-Jun-20,DD,0,0,0
1334,09-Jun-20,DL,1366,31,504
1335,09-Jun-20,DN,2,0,0
1336,09-Jun-20,GA,29,0,0
1337,09-Jun-20,GJ,470,33,409
1338,09-Jun-20,HP,16,0,14
1339,09-Jun-20,HR,355,6,107
1340,09-Jun-20,JH,126,1,40
1341,09-Jun-20,JK,61,3,182
1342,09-Jun-20,KA,161,2,164
1343,09-Jun-20,KL,91,0,34
1344,09-Jun-20,LA,5,0,0
1345,09-Jun-20,LD,0,0,0
1346,09-Jun-20,MH,2258,120,1664
1347,09-Jun-20,ML,4,0,0
1348,09-Jun-20,MN,32,0,6
1349,09-Jun-20,MP,211,6,193
1350,09-Jun-20,MZ,46,0,0
1351,09-Jun-20,NL,5,0,2
1352,09-Jun-20,OR,146,0,140
1353,09-Jun-20,PB,56,2,39
1354,09-Jun-20,PY,4,0,2
1355,09-Jun-20,RJ,369,9,211
1356,09-Jun-20,SK,6,0,3
1357,09-Jun-20,TG,178,6,0
1358,09-Jun-20,TN,1685,18,798
1359,09-Jun-20,TR,26,1,0
1360,09-Jun-20,TT,9981,272,5634
1361,09-Jun-20,UN,874,0,0
1362,09-Jun-20,UP,388,18,325
1363,09-Jun-20,UT,126,0,41
1364,09-Jun-20,WB,372,10,155
1365,09-May-20,AN,0,0,0
1366,09-May-20,AP,43,3,45
1367,09-May-20,AR,0,0,0
1368,09-May-20,AS,2,-1,0
1369,09-May-20,BR,32,0,51
1370,09-May-20,CH,23,0,3
1371,09-May-20,CT,0,0,5
1372,09-May-20,DD,0,0,0
1373,09-May-20,DL,224,0,0
1374,09-May-20,DN,0,0,0
1375,09-May-20,GA,0,0,0
1376,09-May-20,GJ,394,23,219
1377,09-May-20,HP,2,0,1
1378,09-May-20,HR,28,1,11
1379,09-May-20,JH,2,0,37
1380,09-May-20,JK,13,0,4
1381,09-May-20,KA,41,0,10
1382,09-May-20,KL,2,0,1
1383,09-May-20,LA,0,0,0
1384,09-May-20,LD,0,0,0
1385,09-May-20,MH,1165,48,330
1386,09-May-20,ML,1,0,0
1387,09-May-20,MN,0,0,0
1388,09-May-20,MP,116,11,131
1389,09-May-20,MZ,0,0,0
1390,09-May-20,NL,0,0,0
1391,09-May-20,OR,82,1,5
1392,09-May-20,PB,31,2,5
1393,09-May-20,PY,0,0,0
1394,09-May-20,RJ,129,3,151
1395,09-May-20,SK,0,0,0
1396,09-May-20,TG,31,1,24
1397,09-May-20,TN,526,4,219
1398,09-May-20,TR,17,0,0
1399,09-May-20,TT,3175,115,1414
1400,09-May-20,UN,0,0,0
1401,09-May-20,UP,159,8,112
1402,09-May-20,UT,4,0,1
1403,09-May-20,WB,108,11,49
1404,10-Apr-20,AN,0,0,0
1405,10-Apr-20,AP,18,0,0
1406,10-Apr-20,AR,0,0,0
1407,10-Apr-20,AS,0,1,0
1408,10-Apr-20,BR,2,0,0
1409,10-Apr-20,CH,1,0,0
1410,10-Apr-20,CT,0,0,0
1411,10-Apr-20,DD,0,0,0
1412,10-Apr-20,DL,183,2,2
1413,10-Apr-20,DN,0,0,0
1414,10-Apr-20,GA,0,0,1
1415,10-Apr-20,GJ,116,1,7
1416,10-Apr-20,HP,0,0,0
1417,10-Apr-20,HR,6,0,4
1418,10-Apr-20,JH,1,0,0
1419,10-Apr-20,JK,23,0,0
1420,10-Apr-20,KA,10,0,4
1421,10-Apr-20,KL,7,0,27
1422,10-Apr-20,LA,1,0,1
1423,10-Apr-20,LD,0,0,0
1424,10-Apr-20,MH,210,12,63
1425,10-Apr-20,ML,0,0,0
1426,10-Apr-20,MN,0,0,0
1427,10-Apr-20,MP,40,4,12
1428,10-Apr-20,MZ,0,0,0
1429,10-Apr-20,NL,0,0,0
1430,10-Apr-20,OR,2,0,10
1431,10-Apr-20,PB,21,1,2
1432,10-Apr-20,PY,2,0,0
1433,10-Apr-20,RJ,98,0,0
1434,10-Apr-20,SK,0,0,0
1435,10-Apr-20,TG,16,0,0
1436,10-Apr-20,TN,77,1,17
1437,10-Apr-20,TR,1,0,0
1438,10-Apr-20,TT,871,22,151
1439,10-Apr-20,UN,0,0,0
1440,10-Apr-20,UP,23,0,1
1441,10-Apr-20,UT,0,0,0
1442,10-Apr-20,WB,13,0,0
1443,10-Jul-20,AN,0,0,9
1444,10-Jul-20,AP,1608,15,1040
1445,10-Jul-20,AR,33,0,0
1446,10-Jul-20,AS,936,8,701
1447,10-Jul-20,BR,352,2,459
1448,10-Jul-20,CH,13,0,5
1449,10-Jul-20,CT,166,2,125
1450,10-Jul-20,DD,0,0,0
1451,10-Jul-20,DL,2089,42,2468
1452,10-Jul-20,DN,14,0,19
1453,10-Jul-20,GA,100,0,74
1454,10-Jul-20,GJ,875,14,441
1455,10-Jul-20,HP,31,0,39
1456,10-Jul-20,HR,570,3,399
1457,10-Jul-20,JH,250,0,14
1458,10-Jul-20,JK,387,5,91
1459,10-Jul-20,KA,2313,57,1003
1460,10-Jul-20,KL,416,0,112
1461,10-Jul-20,LA,9,0,2
1462,10-Jul-20,LD,0,0,0
1463,10-Jul-20,MH,7862,226,5366
1464,10-Jul-20,ML,73,0,0
1465,10-Jul-20,MN,132,0,33
1466,10-Jul-20,MP,316,4,249
1467,10-Jul-20,MZ,23,0,0
1468,10-Jul-20,NL,59,0,0
1469,10-Jul-20,OR,755,6,565
1470,10-Jul-20,PB,217,4,72
1471,10-Jul-20,PY,72,1,18
1472,10-Jul-20,RJ,611,6,550
1473,10-Jul-20,SK,0,0,9
1474,10-Jul-20,TG,1278,8,1013
1475,10-Jul-20,TN,3680,64,4163
1476,10-Jul-20,TR,142,0,34
1477,10-Jul-20,TT,27762,520,20289
1478,10-Jul-20,UN,-224,0,0
1479,10-Jul-20,UP,1338,27,660
1480,10-Jul-20,UT,68,0,34
1481,10-Jul-20,WB,1198,26,522
1482,10-Jun-20,AN,1,0,0
1483,10-Jun-20,AP,365,1,110
1484,10-Jun-20,AR,4,0,2
1485,10-Jun-20,AS,235,1,152
1486,10-Jun-20,BR,243,1,164
1487,10-Jun-20,CH,2,0,4
1488,10-Jun-20,CT,51,1,4
1489,10-Jun-20,DD,0,0,0
1490,10-Jun-20,DL,1501,79,384
1491,10-Jun-20,DN,5,0,0
1492,10-Jun-20,GA,28,0,0
1493,10-Jun-20,GJ,510,34,370
1494,10-Jun-20,HP,14,1,13
1495,10-Jun-20,HR,370,7,381
1496,10-Jun-20,JH,135,0,33
1497,10-Jun-20,JK,161,3,165
1498,10-Jun-20,KA,120,3,257
1499,10-Jun-20,KL,65,1,57
1500,10-Jun-20,LA,7,0,0
1501,10-Jun-20,LD,0,0,0
1502,10-Jun-20,MH,3254,149,1877
1503,10-Jun-20,ML,1,0,0
1504,10-Jun-20,MN,7,0,0
1505,10-Jun-20,MP,200,7,163
1506,10-Jun-20,MZ,5,0,0
1507,10-Jun-20,NL,1,0,12
1508,10-Jun-20,OR,110,0,149
1509,10-Jun-20,PB,86,0,65
1510,10-Jun-20,PY,12,0,5
1511,10-Jun-20,RJ,355,4,241
1512,10-Jun-20,SK,0,0,0
1513,10-Jun-20,TG,191,8,75
1514,10-Jun-20,TN,1927,19,1008
1515,10-Jun-20,TR,31,0,47
1516,10-Jun-20,TT,11156,358,6275
1517,10-Jun-20,UN,516,0,0
1518,10-Jun-20,UP,275,20,302
1519,10-Jun-20,UT,25,2,76
1520,10-Jun-20,WB,343,17,159
1521,10-May-20,AN,0,0,0
1522,10-May-20,AP,50,1,38
1523,10-May-20,AR,0,0,0
1524,10-May-20,AS,1,0,0
1525,10-May-20,BR,96,1,36
1526,10-May-20,CH,4,1,0
1527,10-May-20,CT,0,0,6
1528,10-May-20,DD,0,0,0
1529,10-May-20,DL,381,5,49
1530,10-May-20,DN,0,0,0
1531,10-May-20,GA,0,0,0
1532,10-May-20,GJ,398,21,454
1533,10-May-20,HP,6,0,0
1534,10-May-20,HR,28,1,10
1535,10-May-20,JH,1,0,0
1536,10-May-20,JK,25,0,15
1537,10-May-20,KA,54,1,36
1538,10-May-20,KL,7,0,4
1539,10-May-20,LA,0,0,3
1540,10-May-20,LD,0,0,0
1541,10-May-20,MH,1943,53,399
1542,10-May-20,ML,0,0,0
1543,10-May-20,MN,0,0,0
1544,10-May-20,MP,157,4,196
1545,10-May-20,MZ,0,0,0
1546,10-May-20,NL,0,0,0
1547,10-May-20,OR,25,0,0
1548,10-May-20,PB,61,0,9
1549,10-May-20,PY,2,0,1
1550,10-May-20,RJ,106,2,79
1551,10-May-20,SK,0,0,0
1552,10-May-20,TG,33,0,0
1553,10-May-20,TN,669,3,135
1554,10-May-20,TR,16,0,0
1555,10-May-20,TT,4311,112,1669
1556,10-May-20,UN,0,0,0
1557,10-May-20,UP,94,5,154
1558,10-May-20,UT,1,0,0
1559,10-May-20,WB,153,14,45
1560,11-Apr-20,AN,0,0,0
1561,11-Apr-20,AP,24,0,0
1562,11-Apr-20,AR,0,0,0
1563,11-Apr-20,AS,0,0,0
1564,11-Apr-20,BR,4,0,0
1565,11-Apr-20,CH,0,0,0
1566,11-Apr-20,CT,7,0,0
1567,11-Apr-20,DD,0,0,0
1568,11-Apr-20,DL,166,5,0
1569,11-Apr-20,DN,0,0,0
1570,11-Apr-20,GA,0,0,4
1571,11-Apr-20,GJ,90,3,11
1572,11-Apr-20,HP,4,0,6
1573,11-Apr-20,HR,3,0,0
1574,11-Apr-20,JH,3,0,0
1575,11-Apr-20,JK,17,0,0
1576,11-Apr-20,KA,8,0,5
1577,11-Apr-20,KL,10,1,19
1578,11-Apr-20,LA,0,0,0
1579,11-Apr-20,LD,0,0,0
1580,11-Apr-20,MH,187,17,20
1581,11-Apr-20,ML,0,0,0
1582,11-Apr-20,MN,0,0,0
1583,11-Apr-20,MP,78,4,1
1584,11-Apr-20,MZ,0,0,0
1585,11-Apr-20,NL,0,0,0
1586,11-Apr-20,OR,4,0,0
1587,11-Apr-20,PB,7,1,0
1588,11-Apr-20,PY,0,0,0
1589,11-Apr-20,RJ,139,6,56
1590,11-Apr-20,SK,0,0,0
1591,11-Apr-20,TG,16,2,51
1592,11-Apr-20,TN,58,1,0
1593,11-Apr-20,TR,0,0,0
1594,11-Apr-20,TT,854,40,186
1595,11-Apr-20,UN,0,0,0
1596,11-Apr-20,UP,19,1,13
1597,11-Apr-20,UT,0,0,0
1598,11-Apr-20,WB,10,0,0
1599,11-Jul-20,AN,0,0,0
1600,11-Jul-20,AP,1813,17,1199
1601,11-Jul-20,AR,6,0,5
1602,11-Jul-20,AS,535,2,578
1603,11-Jul-20,BR,709,7,740
1604,11-Jul-20,CH,13,1,5
1605,11-Jul-20,CT,65,0,42
1606,11-Jul-20,DD,0,0,0
1607,11-Jul-20,DL,1781,34,2998
1608,11-Jul-20,DN,14,0,12
1609,11-Jul-20,GA,117,3,81
1610,11-Jul-20,GJ,872,10,502
1611,11-Jul-20,HP,11,0,23
1612,11-Jul-20,HR,648,7,490
1613,11-Jul-20,JH,145,1,32
1614,11-Jul-20,JK,268,10,109
1615,11-Jul-20,KA,2798,70,880
1616,11-Jul-20,KL,488,2,143
1617,11-Jul-20,LA,13,0,11
1618,11-Jul-20,LD,0,0,0
1619,11-Jul-20,MH,8139,223,4360
1620,11-Jul-20,ML,76,0,0
1621,11-Jul-20,MN,11,0,11
1622,11-Jul-20,MP,544,6,198
1623,11-Jul-20,MZ,1,0,7
1624,11-Jul-20,NL,16,0,9
1625,11-Jul-20,OR,570,6,388
1626,11-Jul-20,PB,230,8,23
1627,11-Jul-20,PY,65,1,53
1628,11-Jul-20,RJ,574,6,249
1629,11-Jul-20,SK,26,0,0
1630,11-Jul-20,TG,1178,9,1714
1631,11-Jul-20,TN,3965,69,3591
1632,11-Jul-20,TR,31,1,3
1633,11-Jul-20,TT,27757,543,19981
1634,11-Jul-20,UN,-745,0,0
1635,11-Jul-20,UP,1392,24,902
1636,11-Jul-20,UT,44,0,12
1637,11-Jul-20,WB,1344,26,611
1638,11-Jun-20,AN,3,0,0
1639,11-Jun-20,AP,182,2,99
1640,11-Jun-20,AR,6,0,0
1641,11-Jun-20,AS,145,0,184
1642,11-Jun-20,BR,250,0,152
1643,11-Jun-20,CH,4,0,4
1644,11-Jun-20,CT,136,0,70
1645,11-Jun-20,DD,0,0,0
1646,11-Jun-20,DL,1877,101,486
1647,11-Jun-20,DN,1,0,0
1648,11-Jun-20,GA,30,0,0
1649,11-Jun-20,GJ,513,38,366
1650,11-Jun-20,HP,19,0,26
1651,11-Jun-20,HR,389,12,73
1652,11-Jun-20,JH,48,0,38
1653,11-Jun-20,JK,67,1,149
1654,11-Jun-20,KA,204,3,114
1655,11-Jun-20,KL,83,1,62
1656,11-Jun-20,LA,20,0,4
1657,11-Jun-20,LD,0,0,0
1658,11-Jun-20,MH,3607,152,1562
1659,11-Jun-20,ML,0,0,5
1660,11-Jun-20,MN,55,0,9
1661,11-Jun-20,MP,192,4,150
1662,11-Jun-20,MZ,9,0,0
1663,11-Jun-20,NL,2,0,7
1664,11-Jun-20,OR,136,1,72
1665,11-Jun-20,PB,82,4,27
1666,11-Jun-20,PY,13,2,7
1667,11-Jun-20,RJ,238,6,206
1668,11-Jun-20,SK,0,0,0
1669,11-Jun-20,TG,209,9,176
1670,11-Jun-20,TN,1875,23,1372
1671,11-Jun-20,TR,25,0,39
1672,11-Jun-20,TT,11135,394,6044
1673,11-Jun-20,UN,-296,0,0
1674,11-Jun-20,UP,478,24,321
1675,11-Jun-20,UT,93,1,55
1676,11-Jun-20,WB,440,10,209
1677,11-May-20,AN,0,0,0
1678,11-May-20,AP,38,0,73
1679,11-May-20,AR,0,0,0
1680,11-May-20,AS,2,0,5
1681,11-May-20,BR,42,0,23
1682,11-May-20,CH,8,0,4
1683,11-May-20,CT,0,0,4
1684,11-May-20,DD,0,0,0
1685,11-May-20,DL,310,0,60
1686,11-May-20,DN,0,0,0
1687,11-May-20,GA,0,0,0
1688,11-May-20,GJ,347,20,235
1689,11-May-20,HP,1,0,0
1690,11-May-20,HR,27,1,37
1691,11-May-20,JH,4,0,0
1692,11-May-20,JK,18,1,44
1693,11-May-20,KA,14,0,4
1694,11-May-20,KL,7,0,0
1695,11-May-20,LA,0,0,1
1696,11-May-20,LD,0,0,0
1697,11-May-20,MH,1230,36,587
1698,11-May-20,ML,0,0,0
1699,11-May-20,MN,0,0,0
1700,11-May-20,MP,171,6,71
1701,11-May-20,MZ,0,0,0
1702,11-May-20,NL,0,0,0
1703,11-May-20,OR,38,0,17
1704,11-May-20,PB,54,0,2
1705,11-May-20,PY,0,0,0
1706,11-May-20,RJ,174,5,83
1707,11-May-20,SK,0,0,0
1708,11-May-20,TG,79,0,50
1709,11-May-20,TN,798,6,92
1710,11-May-20,TR,0,0,0
1711,11-May-20,TT,3592,81,1579
1712,11-May-20,UN,0,0,0
1713,11-May-20,UP,106,1,105
1714,11-May-20,UT,0,0,0
1715,11-May-20,WB,124,5,82
1716,12-Apr-20,AN,0,0,0
1717,12-Apr-20,AP,15,1,2
1718,12-Apr-20,AR,0,0,0
1719,12-Apr-20,AS,1,0,0
1720,12-Apr-20,BR,0,0,11
1721,12-Apr-20,CH,2,0,0
1722,12-Apr-20,CT,6,0,1
1723,12-Apr-20,DD,0,0,0
1724,12-Apr-20,DL,85,5,1
1725,12-Apr-20,DN,0,0,0
1726,12-Apr-20,GA,0,0,0
1727,12-Apr-20,GJ,48,2,0
1728,12-Apr-20,HP,0,0,4
1729,12-Apr-20,HR,16,1,8
1730,12-Apr-20,JH,2,1,0
1731,12-Apr-20,JK,21,0,0
1732,12-Apr-20,KA,17,0,15
1733,12-Apr-20,KL,2,0,36
1734,12-Apr-20,LA,0,0,0
1735,12-Apr-20,LD,0,0,0
1736,12-Apr-20,MH,221,22,9
1737,12-Apr-20,ML,0,0,0
1738,12-Apr-20,MN,0,0,0
1739,12-Apr-20,MP,33,3,3
1740,12-Apr-20,MZ,0,0,0
1741,12-Apr-20,NL,0,0,0
1742,12-Apr-20,OR,0,0,0
1743,12-Apr-20,PB,12,0,3
1744,12-Apr-20,PY,0,0,0
1745,12-Apr-20,RJ,104,2,5
1746,12-Apr-20,SK,0,0,0
1747,12-Apr-20,TG,28,2,7
1748,12-Apr-20,TN,106,1,6
1749,12-Apr-20,TR,0,0,0
1750,12-Apr-20,TT,758,42,114
1751,12-Apr-20,UN,0,0,0
1752,12-Apr-20,UP,31,0,0
1753,12-Apr-20,UT,0,0,0
1754,12-Apr-20,WB,8,2,3
1755,12-Jul-20,AN,7,0,8
1756,12-Jul-20,AP,1933,19,1019
1757,12-Jul-20,AR,19,0,13
1758,12-Jul-20,AS,735,4,468
1759,12-Jul-20,BR,1266,7,962
1760,12-Jul-20,CH,10,0,4
1761,12-Jul-20,CT,184,2,83
1762,12-Jul-20,DD,0,0,0
1763,12-Jul-20,DL,1573,37,2276
1764,12-Jul-20,DN,15,0,31
1765,12-Jul-20,GA,85,2,59
1766,12-Jul-20,GJ,879,13,513
1767,12-Jul-20,HP,31,0,21
1768,12-Jul-20,HR,658,4,589
1769,12-Jul-20,JH,97,7,52
1770,12-Jul-20,JK,357,10,84
1771,12-Jul-20,KA,2627,71,693
1772,12-Jul-20,KL,435,2,132
1773,12-Jul-20,LA,9,0,0
1774,12-Jul-20,LD,0,0,0
1775,12-Jul-20,MH,7827,173,3340
1776,12-Jul-20,ML,33,0,0
1777,12-Jul-20,MN,16,0,53
1778,12-Jul-20,MP,431,9,197
1779,12-Jul-20,MZ,4,0,0
1780,12-Jul-20,NL,26,0,14
1781,12-Jul-20,OR,595,5,390
1782,12-Jul-20,PB,234,4,352
1783,12-Jul-20,PY,81,0,49
1784,12-Jul-20,RJ,644,7,234
1785,12-Jul-20,SK,4,0,1
1786,12-Jul-20,TG,1269,8,1563
1787,12-Jul-20,TN,4244,68,3617
1788,12-Jul-20,TR,105,0,46
1789,12-Jul-20,TT,29105,500,18198
1790,12-Jul-20,UN,-392,0,0
1791,12-Jul-20,UP,1384,21,645
1792,12-Jul-20,UT,120,1,68
1793,12-Jul-20,WB,1560,26,622
1794,12-Jun-20,AN,0,0,0
1795,12-Jun-20,AP,207,0,123
1796,12-Jun-20,AR,19,0,0
1797,12-Jun-20,AS,263,2,152
1798,12-Jun-20,BR,148,1,230
1799,12-Jun-20,CH,13,0,2
1800,12-Jun-20,CT,47,0,123
1801,12-Jun-20,DD,0,0,0
1802,12-Jun-20,DL,2137,129,667
1803,12-Jun-20,DN,0,0,0
1804,12-Jun-20,GA,46,0,2
1805,12-Jun-20,GJ,495,31,392
1806,12-Jun-20,HP,16,0,17
1807,12-Jun-20,HR,366,6,214
1808,12-Jun-20,JH,57,0,55
1809,12-Jun-20,JK,156,1,266
1810,12-Jun-20,KA,271,7,464
1811,12-Jun-20,KL,78,1,32
1812,12-Jun-20,LA,104,0,4
1813,12-Jun-20,LD,0,0,0
1814,12-Jun-20,MH,3493,127,1718
1815,12-Jun-20,ML,0,0,4
1816,12-Jun-20,MN,19,0,0
1817,12-Jun-20,MP,202,9,159
1818,12-Jun-20,MZ,2,0,0
1819,12-Jun-20,NL,26,0,28
1820,12-Jun-20,OR,112,1,120
1821,12-Jun-20,PB,99,4,23
1822,12-Jun-20,PY,6,1,9
1823,12-Jun-20,RJ,230,7,236
1824,12-Jun-20,SK,50,0,0
1825,12-Jun-20,TG,164,9,285
1826,12-Jun-20,TN,1982,18,1342
1827,12-Jun-20,TR,41,0,0
1828,12-Jun-20,TT,11306,388,7263
1829,12-Jun-20,UN,-616,0,0
1830,12-Jun-20,UP,528,20,317
1831,12-Jun-20,UT,69,5,61
1832,12-Jun-20,WB,476,9,218
1833,12-May-20,AN,0,0,0
1834,12-May-20,AP,71,1,58
1835,12-May-20,AR,0,0,0
1836,12-May-20,AS,0,0,0
1837,12-May-20,BR,130,0,5
1838,12-May-20,CH,6,0,2
1839,12-May-20,CT,0,0,1
1840,12-May-20,DD,0,0,0
1841,12-May-20,DL,406,13,383
1842,12-May-20,DN,0,0,1
1843,12-May-20,GA,0,0,0
1844,12-May-20,GJ,362,24,466
1845,12-May-20,HP,8,0,0
1846,12-May-20,HR,50,0,5
1847,12-May-20,JH,11,0,1
1848,12-May-20,JK,55,0,28
1849,12-May-20,KA,63,0,7
1850,12-May-20,KL,5,0,0
1851,12-May-20,LA,0,0,0
1852,12-May-20,LD,0,0,0
1853,12-May-20,MH,1026,53,339
1854,12-May-20,ML,0,0,0
1855,12-May-20,MN,0,0,0
1856,12-May-20,MP,201,4,113
1857,12-May-20,MZ,0,0,0
1858,12-May-20,NL,0,0,0
1859,12-May-20,OR,22,0,31
1860,12-May-20,PB,37,1,3
1861,12-May-20,PY,0,0,0
1862,12-May-20,RJ,138,4,130
1863,12-May-20,SK,0,0,0
1864,12-May-20,TG,51,2,21
1865,12-May-20,TN,716,8,83
1866,12-May-20,TR,2,0,0
1867,12-May-20,TT,3562,120,1905
1868,12-May-20,UN,0,0,0
1869,12-May-20,UP,91,2,115
1870,12-May-20,UT,1,0,0
1871,12-May-20,WB,110,8,113
1872,13-Apr-20,AN,0,0,0
1873,13-Apr-20,AP,19,0,0
1874,13-Apr-20,AR,0,0,0
1875,13-Apr-20,AS,2,0,0
1876,13-Apr-20,BR,2,0,2
1877,13-Apr-20,CH,0,0,0
1878,13-Apr-20,CT,0,0,0
1879,13-Apr-20,DD,0,0,0
1880,13-Apr-20,DL,356,4,3
1881,13-Apr-20,DN,0,0,0
1882,13-Apr-20,GA,0,0,0
1883,13-Apr-20,GJ,56,2,10
1884,13-Apr-20,HP,0,0,0
1885,13-Apr-20,HR,1,0,7
1886,13-Apr-20,JH,5,0,0
1887,13-Apr-20,JK,25,0,10
1888,13-Apr-20,KA,15,2,6
1889,13-Apr-20,KL,3,0,19
1890,13-Apr-20,LA,2,0,1
1891,13-Apr-20,LD,0,0,0
1892,13-Apr-20,MH,352,11,12
1893,13-Apr-20,ML,1,0,0
1894,13-Apr-20,MN,0,0,0
1895,13-Apr-20,MP,52,7,10
1896,13-Apr-20,MZ,0,0,0
1897,13-Apr-20,NL,0,0,0
1898,13-Apr-20,OR,1,0,6
1899,13-Apr-20,PB,6,0,2
1900,13-Apr-20,PY,0,0,0
1901,13-Apr-20,RJ,93,0,0
1902,13-Apr-20,SK,0,0,0
1903,13-Apr-20,TG,61,1,0
1904,13-Apr-20,TN,98,0,8
1905,13-Apr-20,TR,0,0,0
1906,13-Apr-20,TT,1243,27,112
1907,13-Apr-20,UN,0,0,0
1908,13-Apr-20,UP,75,0,4
1909,13-Apr-20,UT,0,0,2
1910,13-Apr-20,WB,18,0,10
1911,13-Jun-20,AN,0,0,0
1912,13-Jun-20,AP,222,2,94
1913,13-Jun-20,AR,5,0,2
1914,13-Jun-20,AS,207,0,221
1915,13-Jun-20,BR,193,0,370
1916,13-Jun-20,CH,5,0,0
1917,13-Jun-20,CT,105,0,87
1918,13-Jun-20,DD,0,0,0
1919,13-Jun-20,DL,2134,57,1547
1920,13-Jun-20,DN,5,0,0
1921,13-Jun-20,GA,60,0,1
1922,13-Jun-20,GJ,517,33,390
1923,13-Jun-20,HP,16,0,16
1924,13-Jun-20,HR,415,8,328
1925,13-Jun-20,JH,55,0,131
1926,13-Jun-20,JK,148,2,183
1927,13-Jun-20,KA,308,3,208
1928,13-Jun-20,KL,85,0,46
1929,13-Jun-20,LA,198,0,10
1930,13-Jun-20,LD,0,0,0
1931,13-Jun-20,MH,3427,113,1550
1932,13-Jun-20,ML,0,0,1
1933,13-Jun-20,MN,64,0,0
1934,13-Jun-20,MP,198,7,176
1935,13-Jun-20,MZ,6,0,0
