,date,state,confirmed,deceased,recovered
1936,13-Jun-20,NL,7,0,27
1937,13-Jun-20,OR,225,0,120
1938,13-Jun-20,PB,77,2,45
1939,13-Jun-20,PY,13,0,6
1940,13-Jun-20,RJ,333,10,326
1941,13-Jun-20,SK,0,0,2
1942,13-Jun-20,TG,253,8,74
1943,13-Jun-20,TN,1989,30,1362
1944,13-Jun-20,TR,83,0,37
1945,13-Jun-20,TT,12039,309,8092
1946,13-Jun-20,UN,-331,0,0
1947,13-Jun-20,UP,502,20,266
1948,13-Jun-20,UT,61,2,130
1949,13-Jun-20,WB,454,12,336
1950,13-May-20,AN,0,0,0
1951,13-May-20,AP,48,1,86
1952,13-May-20,AR,0,0,0
1953,13-May-20,AS,15,0,0
1954,13-May-20,BR,74,1,18
1955,13-May-20,CH,4,0,0
1956,13-May-20,CT,0,0,1
1957,13-May-20,DD,0,0,0
1958,13-May-20,DL,359,20,346
1959,13-May-20,DN,0,0,0
1960,13-May-20,GA,0,0,0
1961,13-May-20,GJ,364,29,316
1962,13-May-20,HP,1,0,0
1963,13-May-20,HR,13,0,76
1964,13-May-20,JH,5,0,8
1965,13-May-20,JK,37,1,11
1966,13-May-20,KA,34,2,18
1967,13-May-20,KL,10,0,1
1968,13-May-20,LA,1,0,0
1969,13-May-20,LD,0,0,0
1970,13-May-20,MH,1495,54,422
1971,13-May-20,ML,0,0,1
1972,13-May-20,MN,0,0,0
1973,13-May-20,MP,187,7,144
1974,13-May-20,MZ,0,0,0
1975,13-May-20,NL,0,0,0
1976,13-May-20,OR,101,0,27
1977,13-May-20,PB,10,0,29
1978,13-May-20,PY,1,0,0
1979,13-May-20,RJ,202,4,119
1980,13-May-20,SK,0,0,0
1981,13-May-20,TG,41,2,117
1982,13-May-20,TN,509,3,41
1983,13-May-20,TR,1,0,0
1984,13-May-20,TT,3726,137,1963
1985,13-May-20,UN,0,0,0
1986,13-May-20,UP,94,4,92
1987,13-May-20,UT,3,0,0
1988,13-May-20,WB,117,9,90
1989,14-Apr-20,AN,0,0,0
1990,14-Apr-20,AP,45,4,4
1991,14-Apr-20,AR,0,0,0
1992,14-Apr-20,AS,1,0,0
1993,14-Apr-20,BR,0,0,1
1994,14-Apr-20,CH,0,0,0
1995,14-Apr-20,CT,2,0,3
1996,14-Apr-20,DD,0,0,0
1997,14-Apr-20,DL,51,2,0
1998,14-Apr-20,DN,0,0,0
1999,14-Apr-20,GA,0,0,0
2000,14-Apr-20,GJ,78,2,5
2001,14-Apr-20,HP,1,0,1
2002,14-Apr-20,HR,2,0,4
2003,14-Apr-20,JH,3,0,0
2004,14-Apr-20,JK,8,0,14
2005,14-Apr-20,KA,13,2,11
2006,14-Apr-20,KL,8,0,13
2007,14-Apr-20,LA,0,0,0
2008,14-Apr-20,LD,0,0,0
2009,14-Apr-20,MH,346,18,30
2010,14-Apr-20,ML,0,0,0
2011,14-Apr-20,MN,0,0,0
2012,14-Apr-20,MP,127,3,13
2013,14-Apr-20,MZ,0,0,0
2014,14-Apr-20,NL,0,0,0
2015,14-Apr-20,OR,5,0,0
2016,14-Apr-20,PB,8,1,2
2017,14-Apr-20,PY,0,0,0
2018,14-Apr-20,RJ,108,0,26
2019,14-Apr-20,SK,0,0,0
2020,14-Apr-20,TG,52,1,7
2021,14-Apr-20,TN,31,1,23
2022,14-Apr-20,TR,0,0,0
2023,14-Apr-20,TT,1031,37,167
2024,14-Apr-20,UN,0,0,0
2025,14-Apr-20,UP,102,3,1
2026,14-Apr-20,UT,2,0,2
2027,14-Apr-20,WB,38,0,7
2028,14-Jun-20,AN,2,0,0
2029,14-Jun-20,AP,294,2,131
2030,14-Jun-20,AR,3,0,1
2031,14-Jun-20,AS,218,0,155
2032,14-Jun-20,BR,186,1,289
2033,14-Jun-20,CH,2,0,0
2034,14-Jun-20,CT,121,3,88
2035,14-Jun-20,DD,0,0,0
2036,14-Jun-20,DL,2224,56,878
2037,14-Jun-20,DN,4,0,0
2038,14-Jun-20,GA,41,0,4
2039,14-Jun-20,GJ,511,29,442
2040,14-Jun-20,HP,16,0,17
2041,14-Jun-20,HR,459,10,200
2042,14-Jun-20,JH,52,0,89
2043,14-Jun-20,JK,163,4,120
2044,14-Jun-20,KA,176,5,312
2045,14-Jun-20,KL,54,0,56
2046,14-Jun-20,LA,112,0,12
2047,14-Jun-20,LD,0,0,0
2048,14-Jun-20,MH,3390,120,1632
2049,14-Jun-20,ML,0,0,3
2050,14-Jun-20,MN,9,0,18
2051,14-Jun-20,MP,161,12,300
2052,14-Jun-20,MZ,2,0,0
2053,14-Jun-20,NL,10,0,4
2054,14-Jun-20,OR,186,1,114
2055,14-Jun-20,PB,77,2,29
2056,14-Jun-20,PY,18,1,9
2057,14-Jun-20,RJ,293,10,229
2058,14-Jun-20,SK,5,0,0
2059,14-Jun-20,TG,237,3,25
2060,14-Jun-20,TN,1974,38,1138
2061,14-Jun-20,TR,33,0,118
2062,14-Jun-20,TT,11405,324,7358
2063,14-Jun-20,UN,-548,0,0
2064,14-Jun-20,UP,497,14,393
2065,14-Jun-20,UT,34,1,34
2066,14-Jun-20,WB,389,12,518
2067,14-Mar-20,AN,0,0,0
2068,14-Mar-20,AP,1,0,0
2069,14-Mar-20,AR,0,0,0
2070,14-Mar-20,AS,0,0,0
2071,14-Mar-20,BR,0,0,0
2072,14-Mar-20,CH,0,0,0
2073,14-Mar-20,CT,0,0,0
2074,14-Mar-20,DD,0,0,0
2075,14-Mar-20,DL,7,1,1
2076,14-Mar-20,DN,0,0,0
2077,14-Mar-20,GA,0,0,0
2078,14-Mar-20,GJ,0,0,0
2079,14-Mar-20,HP,0,0,0
2080,14-Mar-20,HR,14,0,0
2081,14-Mar-20,JH,0,0,0
2082,14-Mar-20,JK,2,0,0
2083,14-Mar-20,KA,6,1,0
2084,14-Mar-20,KL,19,0,3
2085,14-Mar-20,LA,0,0,0
2086,14-Mar-20,LD,0,0,0
2087,14-Mar-20,MH,14,0,0
2088,14-Mar-20,ML,0,0,0
2089,14-Mar-20,MN,0,0,0
2090,14-Mar-20,MP,0,0,0
2091,14-Mar-20,MZ,0,0,0
2092,14-Mar-20,NL,0,0,0
2093,14-Mar-20,OR,0,0,0
2094,14-Mar-20,PB,1,0,0
2095,14-Mar-20,PY,0,0,0
2096,14-Mar-20,RJ,3,0,1
2097,14-Mar-20,SK,0,0,0
2098,14-Mar-20,TG,1,0,0
2099,14-Mar-20,TN,1,0,0
2100,14-Mar-20,TR,0,0,0
2101,14-Mar-20,TT,81,2,9
2102,14-Mar-20,UN,0,0,0
2103,14-Mar-20,UP,12,0,4
2104,14-Mar-20,UT,0,0,0
2105,14-Mar-20,WB,0,0,0
2106,14-May-20,AN,0,0,0
2107,14-May-20,AP,68,1,50
2108,14-May-20,AR,0,0,0
2109,14-May-20,AS,7,0,0
2110,14-May-20,BR,46,0,12
2111,14-May-20,CH,0,0,7
2112,14-May-20,CT,1,0,1
2113,14-May-20,DD,0,0,0
2114,14-May-20,DL,472,9,187
2115,14-May-20,DN,0,0,0
2116,14-May-20,GA,8,0,0
2117,14-May-20,GJ,324,20,191
2118,14-May-20,HP,6,0,0
2119,14-May-20,HR,25,0,21
2120,14-May-20,JH,26,0,0
2121,14-May-20,JK,12,0,19
2122,14-May-20,KA,28,2,9
2123,14-May-20,KL,26,0,3
2124,14-May-20,LA,0,0,0
2125,14-May-20,LD,0,0,0
2126,14-May-20,MH,1602,44,542
2127,14-May-20,ML,0,0,0
2128,14-May-20,MN,1,0,0
2129,14-May-20,MP,253,5,167
2130,14-May-20,MZ,0,0,0
2131,14-May-20,NL,0,0,0
2132,14-May-20,OR,134,0,15
2133,14-May-20,PB,11,0,23
2134,14-May-20,PY,3,0,0
2135,14-May-20,RJ,206,4,65
2136,14-May-20,SK,0,0,0
2137,14-May-20,TG,47,0,13
2138,14-May-20,TN,447,2,65
2139,14-May-20,TR,1,0,27
2140,14-May-20,TT,3991,97,1594
2141,14-May-20,UN,0,0,0
2142,14-May-20,UP,144,2,107
2143,14-May-20,UT,6,0,4
2144,14-May-20,WB,87,8,66
2145,15-Apr-20,AN,0,0,0
2146,15-Apr-20,AP,41,3,4
2147,15-Apr-20,AR,0,0,1
2148,15-Apr-20,AS,0,0,2
2149,15-Apr-20,BR,6,0,0
2150,15-Apr-20,CH,0,0,2
2151,15-Apr-20,CT,0,0,4
2152,15-Apr-20,DD,0,0,0
2153,15-Apr-20,DL,17,2,10
2154,15-Apr-20,DN,0,0,0
2155,15-Apr-20,GA,0,0,1
2156,15-Apr-20,GJ,116,5,5
2157,15-Apr-20,HP,2,0,0
2158,15-Apr-20,HR,6,0,2
2159,15-Apr-20,JH,1,0,0
2160,15-Apr-20,JK,22,0,6
2161,15-Apr-20,KA,19,2,9
2162,15-Apr-20,KL,1,0,7
2163,15-Apr-20,LA,1,0,0
2164,15-Apr-20,LD,0,0,0
2165,15-Apr-20,MH,236,9,36
2166,15-Apr-20,ML,6,1,0
2167,15-Apr-20,MN,0,0,0
2168,15-Apr-20,MP,197,0,0
2169,15-Apr-20,MZ,0,0,0
2170,15-Apr-20,NL,0,0,0
2171,15-Apr-20,OR,0,0,1
2172,15-Apr-20,PB,2,0,0
2173,15-Apr-20,PY,0,0,0
2174,15-Apr-20,RJ,71,0,0
2175,15-Apr-20,SK,0,0,0
2176,15-Apr-20,TG,6,0,8
2177,15-Apr-20,TN,38,2,37
2178,15-Apr-20,TR,0,0,1
2179,15-Apr-20,TT,886,27,144
2180,15-Apr-20,UN,0,0,0
2181,15-Apr-20,UP,75,3,7
2182,15-Apr-20,UT,0,0,0
2183,15-Apr-20,WB,23,0,1
2184,15-Jun-20,AN,1,0,0
2185,15-Jun-20,AP,304,2,69
2186,15-Jun-20,AR,4,0,0
2187,15-Jun-20,AS,191,0,245
2188,15-Jun-20,BR,187,2,251
2189,15-Jun-20,CH,5,1,6
2190,15-Jun-20,CT,44,0,124
2191,15-Jun-20,DD,0,0,0
2192,15-Jun-20,DL,1647,73,604
2193,15-Jun-20,DN,0,0,0
2194,15-Jun-20,GA,28,0,11
2195,15-Jun-20,GJ,514,28,339
2196,15-Jun-20,HP,38,0,16
2197,15-Jun-20,HR,514,12,562
2198,15-Jun-20,JH,30,1,95
2199,15-Jun-20,JK,179,3,215
2200,15-Jun-20,KA,213,2,174
2201,15-Jun-20,KL,82,1,73
2202,15-Jun-20,LA,6,0,2
2203,15-Jun-20,LD,0,0,0
2204,15-Jun-20,MH,2786,178,5071
2205,15-Jun-20,ML,0,0,0
2206,15-Jun-20,MN,32,0,60
2207,15-Jun-20,MP,133,6,226
2208,15-Jun-20,MZ,5,0,0
2209,15-Jun-20,NL,4,0,0
2210,15-Jun-20,OR,146,0,146
2211,15-Jun-20,PB,127,4,87
2212,15-Jun-20,PY,8,0,4
2213,15-Jun-20,RJ,287,9,219
2214,15-Jun-20,SK,0,0,0
2215,15-Jun-20,TG,219,2,389
2216,15-Jun-20,TN,1843,44,797
2217,15-Jun-20,TR,10,0,0
2218,15-Jun-20,TT,10032,396,10639
2219,15-Jun-20,UN,-464,0,0
2220,15-Jun-20,UP,476,18,342
2221,15-Jun-20,UT,26,0,78
2222,15-Jun-20,WB,407,10,434
2223,15-Mar-20,AN,0,0,0
2224,15-Mar-20,AP,0,0,0
2225,15-Mar-20,AR,0,0,0
2226,15-Mar-20,AS,0,0,0
2227,15-Mar-20,BR,0,0,0
2228,15-Mar-20,CH,0,0,0
2229,15-Mar-20,CT,0,0,0
2230,15-Mar-20,DD,0,0,0
2231,15-Mar-20,DL,0,0,1
2232,15-Mar-20,DN,0,0,0
2233,15-Mar-20,GA,0,0,0
2234,15-Mar-20,GJ,0,0,0
2235,15-Mar-20,HP,0,0,0
2236,15-Mar-20,HR,0,0,0
2237,15-Mar-20,JH,0,0,0
2238,15-Mar-20,JK,0,0,0
2239,15-Mar-20,KA,0,0,0
2240,15-Mar-20,KL,5,0,0
2241,15-Mar-20,LA,0,0,0
2242,15-Mar-20,LD,0,0,0
2243,15-Mar-20,MH,18,0,0
2244,15-Mar-20,ML,0,0,0
2245,15-Mar-20,MN,0,0,0
2246,15-Mar-20,MP,0,0,0
2247,15-Mar-20,MZ,0,0,0
2248,15-Mar-20,NL,0,0,0
2249,15-Mar-20,OR,0,0,0
2250,15-Mar-20,PB,0,0,0
2251,15-Mar-20,PY,0,0,0
2252,15-Mar-20,RJ,1,0,2
2253,15-Mar-20,SK,0,0,0
2254,15-Mar-20,TG,2,0,1
2255,15-Mar-20,TN,0,0,0
2256,15-Mar-20,TR,0,0,0
2257,15-Mar-20,TT,27,0,4
2258,15-Mar-20,UN,0,0,0
2259,15-Mar-20,UP,1,0,0
2260,15-Mar-20,UT,0,0,0
2261,15-Mar-20,WB,0,0,0
2262,15-May-20,AN,0,0,0
2263,15-May-20,AP,102,0,60
2264,15-May-20,AR,0,0,0
2265,15-May-20,AS,3,0,1
2266,15-May-20,BR,34,0,28
2267,15-May-20,CH,0,0,3
2268,15-May-20,CT,6,0,0
2269,15-May-20,DD,0,0,0
2270,15-May-20,DL,425,8,473
2271,15-May-20,DN,0,0,0
2272,15-May-20,GA,0,0,0
2273,15-May-20,GJ,340,20,282
2274,15-May-20,HP,2,0,0
2275,15-May-20,HR,36,2,25
2276,15-May-20,JH,8,0,10
2277,15-May-20,JK,30,0,28
2278,15-May-20,KA,69,1,20
2279,15-May-20,KL,16,0,0
2280,15-May-20,LA,0,0,2
2281,15-May-20,LD,0,0,0
2282,15-May-20,MH,1576,49,475
2283,15-May-20,ML,0,0,0
2284,15-May-20,MN,0,0,0
2285,15-May-20,MP,169,2,112
2286,15-May-20,MZ,0,0,0
2287,15-May-20,NL,0,0,0
2288,15-May-20,OR,65,0,8
2289,15-May-20,PB,-3,0,82
2290,15-May-20,PY,0,0,0
2291,15-May-20,RJ,213,0,91
2292,15-May-20,SK,0,0,0
2293,15-May-20,TG,40,0,7
2294,15-May-20,TN,434,5,359
2295,15-May-20,TR,0,0,13
2296,15-May-20,TT,3808,104,2234
2297,15-May-20,UN,0,0,0
2298,15-May-20,UP,155,7,93
2299,15-May-20,UT,4,0,1
2300,15-May-20,WB,84,10,61
2301,16-Apr-20,AN,0,0,1
2302,16-Apr-20,AP,9,0,0
2303,16-Apr-20,AR,0,0,0
2304,16-Apr-20,AS,2,0,3
2305,16-Apr-20,BR,11,0,8
2306,16-Apr-20,CH,0,0,0
2307,16-Apr-20,CT,3,0,6
2308,16-Apr-20,DD,0,0,0
2309,16-Apr-20,DL,62,6,11
2310,16-Apr-20,DN,0,0,0
2311,16-Apr-20,GA,0,0,0
2312,16-Apr-20,GJ,163,3,9
2313,16-Apr-20,HP,0,0,3
2314,16-Apr-20,HR,11,0,8
2315,16-Apr-20,JH,1,0,0
2316,16-Apr-20,JK,14,0,2
2317,16-Apr-20,KA,36,1,2
2318,16-Apr-20,KL,7,0,27
2319,16-Apr-20,LA,0,0,2
2320,16-Apr-20,LD,0,0,0
2321,16-Apr-20,MH,285,7,5
2322,16-Apr-20,ML,2,0,0
2323,16-Apr-20,MN,0,0,0
2324,16-Apr-20,MP,226,2,6
2325,16-Apr-20,MZ,0,0,0
2326,16-Apr-20,NL,0,0,0
2327,16-Apr-20,OR,0,0,0
2328,16-Apr-20,PB,11,1,2
2329,16-Apr-20,PY,0,0,0
2330,16-Apr-20,RJ,55,0,17
2331,16-Apr-20,SK,0,0,0
2332,16-Apr-20,TG,50,0,68
2333,16-Apr-20,TN,25,1,62
2334,16-Apr-20,TR,0,0,0
2335,16-Apr-20,TT,1061,26,258
2336,16-Apr-20,UN,0,0,0
2337,16-Apr-20,UP,70,2,11
2338,16-Apr-20,UT,0,0,0
2339,16-Apr-20,WB,18,3,5
2340,16-Jun-20,AN,3,0,0
2341,16-Jun-20,AP,264,2,128
2342,16-Jun-20,AR,4,0,0
2343,16-Jun-20,AS,201,0,206
2344,16-Jun-20,BR,148,1,345
2345,16-Jun-20,CH,8,0,1
2346,16-Jun-20,CT,69,0,91
2347,16-Jun-20,DD,0,0,0
2348,16-Jun-20,DL,1859,437,73
2349,16-Jun-20,DN,15,0,7
2350,16-Jun-20,GA,37,0,0
2351,16-Jun-20,GJ,524,28,418
2352,16-Jun-20,HP,4,0,19
2353,16-Jun-20,HR,550,18,183
2354,16-Jun-20,JH,46,0,121
2355,16-Jun-20,JK,78,1,177
2356,16-Jun-20,KA,317,7,322
2357,16-Jun-20,KL,79,0,60
2358,16-Jun-20,LA,94,0,3
2359,16-Jun-20,LD,0,0,0
2360,16-Jun-20,MH,2701,1409,1802
2361,16-Jun-20,ML,0,0,2
2362,16-Jun-20,MN,10,0,8
2363,16-Jun-20,MP,148,11,249
2364,16-Jun-20,MZ,4,0,0
2365,16-Jun-20,NL,2,0,15
2366,16-Jun-20,OR,108,0,120
2367,16-Jun-20,PB,104,1,18
2368,16-Jun-20,PY,14,0,4
2369,16-Jun-20,RJ,235,7,177
2370,16-Jun-20,SK,0,0,0
2371,16-Jun-20,TG,213,4,261
2372,16-Jun-20,TN,1515,49,1438
2373,16-Jun-20,TR,1,0,123
2374,16-Jun-20,TT,11086,2004,7226
2375,16-Jun-20,UN,712,0,0
2376,16-Jun-20,UP,507,18,294
2377,16-Jun-20,UT,97,1,27
2378,16-Jun-20,WB,415,10,534
2379,16-Mar-20,AN,0,0,0
2380,16-Mar-20,AP,0,0,0
2381,16-Mar-20,AR,0,0,0
2382,16-Mar-20,AS,0,0,0
2383,16-Mar-20,BR,0,0,0
2384,16-Mar-20,CH,0,0,0
2385,16-Mar-20,CT,0,0,0
2386,16-Mar-20,DD,0,0,0
2387,16-Mar-20,DL,0,0,0
2388,16-Mar-20,DN,0,0,0
2389,16-Mar-20,GA,0,0,0
2390,16-Mar-20,GJ,0,0,0
2391,16-Mar-20,HP,0,0,0
2392,16-Mar-20,HR,0,0,0
2393,16-Mar-20,JH,0,0,0
2394,16-Mar-20,JK,1,0,0
2395,16-Mar-20,KA,1,0,0
2396,16-Mar-20,KL,3,0,0
2397,16-Mar-20,LA,0,0,0
2398,16-Mar-20,LD,0,0,0
2399,16-Mar-20,MH,6,0,0
2400,16-Mar-20,ML,0,0,0
2401,16-Mar-20,MN,0,0,0
2402,16-Mar-20,MP,0,0,0
2403,16-Mar-20,MZ,0,0,0
2404,16-Mar-20,NL,0,0,0
2405,16-Mar-20,OR,1,0,0
2406,16-Mar-20,PB,0,0,0
2407,16-Mar-20,PY,1,0,0
2408,16-Mar-20,RJ,0,0,0
2409,16-Mar-20,SK,0,0,0
2410,16-Mar-20,TG,1,0,0
2411,16-Mar-20,TN,0,0,1
2412,16-Mar-20,TR,0,0,0
2413,16-Mar-20,TT,15,0,1
2414,16-Mar-20,UN,0,0,0
2415,16-Mar-20,UP,0,0,0
2416,16-Mar-20,UT,1,0,0
2417,16-Mar-20,WB,0,0,0
2418,16-May-20,AN,0,0,0
2419,16-May-20,AP,48,1,101
2420,16-May-20,AR,0,0,0
2421,16-May-20,AS,3,0,0
2422,16-May-20,BR,145,1,33
2423,16-May-20,CH,0,0,11
2424,16-May-20,CT,1,0,2
2425,16-May-20,DD,0,0,0
2426,16-May-20,DL,438,6,408
2427,16-May-20,DN,0,0,0
2428,16-May-20,GA,5,0,0
2429,16-May-20,GJ,1057,19,273
2430,16-May-20,HP,2,0,4
2431,16-May-20,HR,33,0,50
2432,16-May-20,JH,6,0,16
2433,16-May-20,JK,108,1,29
2434,16-May-20,KA,36,0,16
2435,16-May-20,KL,11,0,4
2436,16-May-20,LA,0,0,0
2437,16-May-20,LD,0,0,0
2438,16-May-20,MH,1606,67,524
2439,16-May-20,ML,0,0,0
2440,16-May-20,MN,4,0,0
2441,16-May-20,MP,195,4,32
2442,16-May-20,MZ,0,0,0
2443,16-May-20,NL,0,0,0
2444,16-May-20,OR,0,0,30
2445,16-May-20,PB,14,0,952
2446,16-May-20,PY,1,0,0
2447,16-May-20,RJ,213,1,215
2448,16-May-20,SK,0,0,0
2449,16-May-20,TG,55,0,12
2450,16-May-20,TN,477,4,939
2451,16-May-20,TR,11,0,22
2452,16-May-20,TT,4794,120,4012
2453,16-May-20,UN,0,0,0
2454,16-May-20,UP,201,9,276
2455,16-May-20,UT,9,0,0
2456,16-May-20,WB,115,7,63
2457,17-Apr-20,AN,1,0,0
2458,17-Apr-20,AP,38,0,15
2459,17-Apr-20,AR,0,0,0
2460,17-Apr-20,AS,0,0,4
2461,17-Apr-20,BR,2,0,0
2462,17-Apr-20,CH,0,0,0
2463,17-Apr-20,CT,0,0,1
2464,17-Apr-20,DD,0,0,0
2465,17-Apr-20,DL,67,4,20
2466,17-Apr-20,DN,0,0,0
2467,17-Apr-20,GA,0,0,0
2468,17-Apr-20,GJ,170,5,13
2469,17-Apr-20,HP,3,0,0
2470,17-Apr-20,HR,8,0,21
2471,17-Apr-20,JH,3,0,0
2472,17-Apr-20,JK,14,1,4
2473,17-Apr-20,KA,44,0,6
2474,17-Apr-20,KL,1,0,10
2475,17-Apr-20,LA,0,0,0
2476,17-Apr-20,LD,0,0,0
2477,17-Apr-20,MH,120,7,31
2478,17-Apr-20,ML,0,0,0
2479,17-Apr-20,MN,0,0,0
2480,17-Apr-20,MP,146,14,0
2481,17-Apr-20,MZ,0,0,0
2482,17-Apr-20,NL,0,0,0
2483,17-Apr-20,OR,0,0,2
2484,17-Apr-20,PB,14,0,1
2485,17-Apr-20,PY,0,0,0
2486,17-Apr-20,RJ,98,6,19
2487,17-Apr-20,SK,0,0,0
2488,17-Apr-20,TG,66,0,0
2489,17-Apr-20,TN,56,0,103
2490,17-Apr-20,TR,0,0,0
2491,17-Apr-20,TT,922,38,273
2492,17-Apr-20,UN,0,0,0
2493,17-Apr-20,UP,44,1,14
2494,17-Apr-20,UT,3,0,0
2495,17-Apr-20,WB,24,0,9
2496,17-Jun-20,AN,0,0,0
2497,17-Jun-20,AP,351,2,128
2498,17-Jun-20,AR,4,0,3
2499,17-Jun-20,AS,184,0,231
2500,17-Jun-20,BR,130,0,205
2501,17-Jun-20,CH,5,0,4
2502,17-Jun-20,CT,80,0,165
2503,17-Jun-20,DD,0,0,0
2504,17-Jun-20,DL,2414,67,957
2505,17-Jun-20,DN,5,0,3
2506,17-Jun-20,GA,27,0,11
2507,17-Jun-20,GJ,520,27,348
2508,17-Jun-20,HP,25,0,7
2509,17-Jun-20,HR,560,12,204
2510,17-Jun-20,JH,57,1,30
2511,17-Jun-20,JK,108,1,133
2512,17-Jun-20,KA,204,8,348
2513,17-Jun-20,KL,75,0,90
2514,17-Jun-20,LA,38,0,7
2515,17-Jun-20,LD,0,0,0
2516,17-Jun-20,MH,3307,114,1315
2517,17-Jun-20,ML,-1,0,3
2518,17-Jun-20,MN,52,0,33
2519,17-Jun-20,MP,161,6,236
2520,17-Jun-20,MZ,0,0,0
2521,17-Jun-20,NL,14,0,0
2522,17-Jun-20,OR,175,0,73
2523,17-Jun-20,PB,126,6,77
2524,17-Jun-20,PY,29,1,10
2525,17-Jun-20,RJ,326,5,505
2526,17-Jun-20,SK,2,0,0
2527,17-Jun-20,TG,269,1,44
2528,17-Jun-20,TN,2174,48,842
2529,17-Jun-20,TR,43,0,0
2530,17-Jun-20,TT,13108,341,6890
2531,17-Jun-20,UN,589,0,0
2532,17-Jun-20,UP,583,30,335
2533,17-Jun-20,UT,81,1,38
2534,17-Jun-20,WB,391,11,505
2535,17-Mar-20,AN,0,0,0
2536,17-Mar-20,AP,0,0,0
2537,17-Mar-20,AR,0,0,0
2538,17-Mar-20,AS,0,0,0
2539,17-Mar-20,BR,0,0,0
2540,17-Mar-20,CH,0,0,0
2541,17-Mar-20,CT,0,0,0
2542,17-Mar-20,DD,0,0,0
2543,17-Mar-20,DL,1,0,0
2544,17-Mar-20,DN,0,0,0
2545,17-Mar-20,GA,0,0,0
2546,17-Mar-20,GJ,0,0,0
2547,17-Mar-20,HP,0,0,0
2548,17-Mar-20,HR,1,0,0
2549,17-Mar-20,JH,0,0,0
2550,17-Mar-20,JK,0,0,0
2551,17-Mar-20,KA,2,0,0
2552,17-Mar-20,KL,0,0,0
2553,17-Mar-20,LA,0,0,0
2554,17-Mar-20,LD,0,0,0
2555,17-Mar-20,MH,3,1,0
2556,17-Mar-20,ML,0,0,0
2557,17-Mar-20,MN,0,0,0
2558,17-Mar-20,MP,0,0,0
2559,17-Mar-20,MZ,0,0,0
2560,17-Mar-20,NL,0,0,0
2561,17-Mar-20,OR,0,0,0
2562,17-Mar-20,PB,0,0,0
2563,17-Mar-20,PY,0,0,0
2564,17-Mar-20,RJ,0,0,0
2565,17-Mar-20,SK,0,0,0
2566,17-Mar-20,TG,1,0,0
2567,17-Mar-20,TN,0,0,0
2568,17-Mar-20,TR,0,0,0
2569,17-Mar-20,TT,11,1,1
2570,17-Mar-20,UN,0,0,0
2571,17-Mar-20,UP,2,0,1
2572,17-Mar-20,UT,0,0,0
2573,17-Mar-20,WB,1,0,0
2574,17-May-20,AN,0,0,0
2575,17-May-20,AP,25,1,103
2576,17-May-20,AR,0,0,0
2577,17-May-20,AS,8,0,1
2578,17-May-20,BR,142,0,0
2579,17-May-20,CH,0,0,0
2580,17-May-20,CT,18,0,1
2581,17-May-20,DD,0,0,0
2582,17-May-20,DL,422,19,276
2583,17-May-20,DN,0,0,0
2584,17-May-20,GA,9,0,0
2585,17-May-20,GJ,391,34,191
2586,17-May-20,HP,2,0,1
2587,17-May-20,HR,23,1,48
2588,17-May-20,JH,6,0,0
2589,17-May-20,JK,62,1,33
2590,17-May-20,KA,55,1,13
2591,17-May-20,KL,14,0,0
2592,17-May-20,LA,0,0,0
2593,17-May-20,LD,0,0,0
2594,17-May-20,MH,2347,63,600
2595,17-May-20,ML,0,0,0
2596,17-May-20,MN,0,0,0
2597,17-May-20,MP,187,5,88
2598,17-May-20,MZ,0,0,0
2599,17-May-20,NL,0,0,0
2600,17-May-20,OR,91,1,24
2601,17-May-20,PB,18,3,109
2602,17-May-20,PY,0,0,0
2603,17-May-20,RJ,242,5,111
2604,17-May-20,SK,0,0,0
2605,17-May-20,TG,42,0,21
2606,17-May-20,TN,639,4,634
2607,17-May-20,TR,-2,0,21
2608,17-May-20,TT,5049,152,2538
2609,17-May-20,UN,0,0,0
2610,17-May-20,UP,206,8,195
2611,17-May-20,UT,1,0,1
2612,17-May-20,WB,101,6,67
2613,18-Apr-20,AN,2,0,0
2614,18-Apr-20,AP,31,2,7
2615,18-Apr-20,AR,0,0,0
2616,18-Apr-20,AS,0,0,3
2617,18-Apr-20,BR,1,1,5
2618,18-Apr-20,CH,2,0,0
2619,18-Apr-20,CT,0,0,1
2620,18-Apr-20,DD,0,0,0
2621,18-Apr-20,DL,186,1,135
2622,18-Apr-20,DN,0,0,0
2623,18-Apr-20,GA,0,0,0
2624,18-Apr-20,GJ,277,12,7
2625,18-Apr-20,HP,1,0,0
2626,18-Apr-20,HR,9,0,14
2627,18-Apr-20,JH,1,0,0
2628,18-Apr-20,JK,13,0,9
2629,18-Apr-20,KA,25,1,16
2630,18-Apr-20,KL,4,0,2
2631,18-Apr-20,LA,0,0,0
2632,18-Apr-20,LD,0,0,0
2633,18-Apr-20,MH,327,10,34
2634,18-Apr-20,ML,2,0,0
2635,18-Apr-20,MN,0,0,0
2636,18-Apr-20,MP,92,0,57
2637,18-Apr-20,MZ,0,0,0
2638,18-Apr-20,NL,0,0,0
2639,18-Apr-20,OR,1,0,3
2640,18-Apr-20,PB,23,2,1
2641,18-Apr-20,PY,0,0,3
2642,18-Apr-20,RJ,122,4,17
2643,18-Apr-20,SK,0,0,0
2644,18-Apr-20,TG,43,0,0
2645,18-Apr-20,TN,49,0,82
2646,18-Apr-20,TR,0,0,0
2647,18-Apr-20,TT,1371,35,426
2648,18-Apr-20,UN,0,0,0
